TEMP,RELHUMID,PRESS,WINDSP,PRECI,Moisture
29.66,83.75,100.01,5.15,20.98,0.91
29.33,82.12,100.08,6.05,4.16,0.91
29.33,86.69,100.03,5.14,45.84,0.91
29.03,85.62,99.92,3.14,6.68,0.91
28.82,84.62,99.74,4.21,9.18,0.91
29.59,85.75,99.71,7.79,13.12,0.91
29.35,82.88,100.1,6.16,7.13,0.91
29.06,82.56,100.27,5.05,3.92,0.91
29.23,82.25,100.16,5.16,2.25,0.91
29.15,86.25,100.14,4.83,7.26,0.91
28.78,85.38,100.29,5.52,10.34,0.91
28.59,86.56,100.31,5.42,25.31,0.91
29.05,84,100.3,5.38,3.48,0.91
28.94,84.88,100.3,4.42,9.88,0.91
28.33,84.5,100.03,3.31,28.5,0.92
28.15,86.56,99.76,7.59,21.69,0.92
28.79,84.31,100.27,6.7,6.25,0.93
28.44,83.12,100.51,4.23,1.28,0.92
28.65,83,100.64,4.59,2.86,0.91
28.72,84.69,100.85,5.48,13.41,0.91
28.81,84.56,100.79,4.61,11.36,0.91
28.99,83.31,100.59,5.1,2.64,0.91
29.47,83.25,100.48,4.55,3.13,0.91
29.21,83.44,100.57,2.56,3.03,0.91
29.37,81.12,100.62,2.11,3.8,0.91
28.75,84.5,100.49,2.42,2.71,0.91
29.76,80.12,100.32,2.63,1.68,0.9
29.97,79.94,100.3,3.45,6.58,0.9
29.89,81.75,100.29,3.84,15.54,0.89
29.44,84.88,100.17,9.55,93.96,0.91
28.98,82.88,100.69,9.47,38.7,0.92
28.62,80.88,101.13,4.41,4.45,0.93
28.79,79.38,101.17,3.05,1.26,0.92
28.71,83.06,100.94,4.45,1.21,0.91
29.04,85.56,100.75,4.66,4.2,0.91
29.11,84.31,100.7,4.48,5.2,0.91
29.16,83.25,100.78,3.95,1.69,0.91
29.42,80.19,100.83,2.93,1.1,0.91
29.73,80.25,100.81,2.84,0.72,0.91
29.62,79.38,100.81,2.84,0.57,0.9
29.76,76.31,100.88,2.72,0.1,0.89
29.73,74.75,100.94,3.59,0,0.88
29.96,71.38,100.91,3.64,0.01,0.88
30.05,70.56,100.99,2.76,0,0.87
29.84,68.38,101.02,2.32,0,0.86
30.35,63.62,101,1.77,0,0.85
30.42,57.44,100.97,1.85,0,0.84
30.21,61.38,100.94,1.94,0.01,0.84
28.62,73.25,100.87,4.27,1.91,0.83
27.75,86.44,100.69,7.35,65.25,0.83
28.49,80.19,100.79,6.34,26.35,0.84
28.4,78.62,100.9,7.09,28.7,0.85
28.19,82.88,100.83,10.08,5.6,0.87
27.16,74.31,101.1,4.48,0.13,0.87
28.4,69.56,101.23,2.67,0.02,0.86
28.15,65.69,101.23,2.29,0,0.85
27.76,60.5,101.14,2.34,0,0.84
27.98,72.12,101.05,3.48,0,0.84
28.63,71.69,101.11,1.84,0,0.83
28.86,67.31,101.23,1.8,0,0.82
28.66,64.56,101.26,2.79,0,0.81
28.2,65.81,101.17,2.33,0,0.81
28.43,63.56,101.16,2.28,0,0.8
28.26,68,101.19,2.23,0.47,0.8
27.76,56.56,101.39,3.58,0.02,0.79
28.05,47.31,101.46,1.95,0,0.78
28,49,101.49,1.97,0,0.78
27.2,64.5,101.43,2.73,0.85,0.77
25.49,83.12,101.34,4.46,3.44,0.77
25.34,87.81,101.11,4.12,5.73,0.77
25.97,82.44,101.27,3.91,4.98,0.77
26.66,76.88,101.29,3.48,0.27,0.77
26.42,78.38,101.28,2.56,1.74,0.76
26.96,75.25,101.32,1.7,0.26,0.75
26.99,76.25,101.31,2.56,0.02,0.75
27.22,78.44,101.25,3.59,0.19,0.74
27.6,78.06,101.25,3.44,0.95,0.73
27.31,75.38,101.36,1.65,2.96,0.73
26.91,70.25,101.31,2.28,0.29,0.73
26.41,62.38,101.21,2.09,0.04,0.73
26.25,56.69,101.26,2.34,0,0.72
26.02,61.75,101.33,3.24,0,0.71
25.7,65.06,101.22,3.33,0,0.71
26.09,60.62,101.06,2.36,0,0.7
26.48,57.44,101.12,1.55,0,0.7
26.34,63.69,101.26,1.76,0,0.7
26.62,65.69,101.22,2.95,0,0.69
26.1,67.25,101.2,3.63,0,0.69
26.13,66.62,101.35,1.88,0,0.68
25.69,64.75,101.51,2.05,0,0.68
25.64,69.31,101.49,1.82,0,0.67
25.23,67.94,101.53,3.01,0,0.67
24.9,59.19,101.56,3.76,0,0.66
24.72,55.5,101.59,3.23,0,0.66
24.42,55.19,101.57,3.55,0,0.66
23.73,65.06,101.53,3.58,0,0.66
23.71,66.06,101.44,2.46,0,0.65
23.97,67.44,101.6,2.2,0,0.65
24.23,67.88,101.63,1.46,0,0.64
24.1,63.56,101.7,1.45,0,0.64
24,61.44,101.67,1.27,0,0.63
24.29,58.19,101.47,2.09,0,0.63
23.92,62.12,101.34,2.83,0,0.62
23.69,61.38,101.48,3.26,0,0.62
23.21,60.81,101.56,3.85,0,0.62
22.9,63.12,101.37,3.84,0,0.62
22.97,59.69,101.27,3.53,0,0.62
22.68,61.56,101.31,2.94,0,0.62
21.95,63.56,101.48,3.91,0.02,0.61
21.4,59.75,101.44,3.39,0,0.61
22.32,55.12,101.4,3.16,0,0.6
22.06,64,101.37,2.79,0,0.6
22.08,67.81,101.49,3.38,0,0.6
22.45,69.38,101.59,3.5,0,0.59
22.69,70.31,101.69,4.44,0,0.59
21.8,65.38,101.81,5.63,0,0.59
21.02,71.75,101.82,5.91,2.22,0.59
21.24,81.44,101.65,6.93,6.68,0.59
21.13,88.88,101.35,6.33,9.7,0.6
20.09,77,101.66,6.05,0.01,0.61
19.82,72.19,101.67,4.42,0.01,0.6
20.09,64.06,101.58,3.78,0.01,0.6
19.4,65.38,101.64,4.3,0,0.6
19.04,65.94,101.62,4.74,0,0.59
19.23,63.5,101.52,4.05,0,0.59
19.55,58.81,101.47,3.13,0,0.59
19.33,59.62,101.44,3.73,0,0.59
19.07,57.5,101.4,3.73,0,0.59
19.02,56.94,101.47,3.91,0,0.59
17.94,58.12,101.78,4.29,0,0.58
17.61,64.19,101.86,5.59,0,0.58
17.85,69.19,101.86,5.03,0,0.58
18.46,68.38,101.88,4.63,0,0.58
18.74,67,101.86,4.06,0,0.57
19.14,64.25,101.88,3.02,0,0.57
18.87,63.75,101.95,3.73,0,0.57
18.86,65.62,101.78,4.22,0,0.57
19.8,64.56,101.62,3,0,0.56
20.01,67.19,101.47,3.15,0,0.56
20.19,69.56,101.39,3.84,0,0.56
20.21,68.31,101.53,2.28,0,0.55
20.14,66.5,101.61,2.35,0,0.55
19.32,61.81,101.7,3.38,0,0.55
19.62,60.44,101.67,3.12,0,0.55
19.83,63.88,101.66,3.35,0,0.55
20.4,68.25,101.48,2.52,0,0.55
19.99,68.25,101.62,4.01,0,0.55
19.1,59.06,101.7,3.62,0,0.55
19.31,55.5,101.52,2.53,0,0.55
20.33,61.44,101.49,1.97,0,0.54
20.11,65.94,101.6,2.66,0,0.54
20.26,61,101.64,2.04,0,0.54
20.93,59.69,101.58,2.07,0,0.54
21.54,63,101.6,1.98,0,0.53
21.37,75.31,101.54,2.34,0,0.53
21.44,74.56,101.6,2.62,0,0.53
21.76,70.5,101.63,2.38,0,0.53
21.84,70.12,101.64,2.62,0,0.53
21.37,75.5,101.64,4.79,0,0.52
21.68,72.81,101.66,4.96,0,0.52
20.8,64.75,101.66,5.34,0,0.52
19.29,54,101.84,3.97,0,0.52
19.55,53.19,101.77,3.48,0,0.52
20.36,58.06,101.63,2.92,0,0.52
20.98,61.44,101.49,2.76,0,0.52
21.51,64.5,101.66,2.88,0,0.52
21.84,60.69,101.81,2.66,0,0.52
21.96,60.31,101.68,2.61,0,0.51
22.05,70.94,101.4,2.48,0.02,0.51
22.94,73,101.42,2.59,0,0.51
22.93,76.75,101.41,2.76,0.03,0.51
22.55,80.06,101.44,2.08,0.15,0.51
21.59,56.19,101.78,5.46,0.03,0.51
21.1,49.38,101.83,4.28,0,0.5
21.66,51.25,101.89,3.3,0,0.5
21.99,57.5,101.83,3.24,0,0.5
22.74,62.69,101.56,2.95,0,0.5
23.55,63.12,101.48,2.61,0,0.5
23.19,68.94,101.44,4.31,0.2,0.5
23.16,74.88,101.2,4.42,0.28,0.5
23.26,79.06,101.14,2.52,0.08,0.49
23.8,72.94,101.37,2.66,0.03,0.49
24.28,80.81,101.63,3.82,1.5,0.49
24.71,78.75,101.66,3.42,2.25,0.49
25.05,78.19,101.35,4.23,0.12,0.49
25.89,77.38,101.06,4.3,1.98,0.49
25.42,81.31,101.05,3.02,4.49,0.49
24.81,85.38,101.05,3.23,64.91,0.52
24.51,86.62,101.06,4.78,50.34,0.54
24.62,85.25,100.98,5.98,17.99,0.57
24.06,73.81,101.09,4.23,11.21,0.62
22.71,66.06,101.41,4.04,0.03,0.61
23.27,56.69,101.42,2.88,0,0.61
23.69,60.38,101.17,1.96,0,0.6
24.3,81.5,100.88,5.05,3.81,0.6
25.15,88.44,100.75,5.12,14.08,0.62
25.33,80.81,100.93,2.11,4.27,0.62
24.9,77.19,101.06,3.02,0.26,0.61
24.55,64.5,101.25,2.27,0,0.6
24.62,73.75,101.29,3.21,0,0.6
24.81,84.31,101.27,5.01,0,0.59
25.69,86.38,101.32,3.52,0,0.59
26.21,84.94,101.28,3.52,0.59,0.59
26.6,84.62,101.29,3.48,0.74,0.58
26.73,82.31,101.32,2.64,1.69,0.58
27.31,75.25,101.36,2.12,1.3,0.57
27.07,73.62,101.35,2.88,0.08,0.57
27.27,73.38,101.33,3.59,1.1,0.56
26.58,71.88,101.28,4.15,5.85,0.58
26.31,74.38,101.05,4.8,3.04,0.57
26.35,80.69,101.1,4.27,7.11,0.57
26.66,82.88,101.15,4.91,3.48,0.56
27.19,82.69,101.09,5.42,2.95,0.56
27.65,69.31,101.06,3.36,1.66,0.56
27.34,69,101.08,2.55,0.1,0.55
27.03,70.19,101.09,3.19,0.03,0.55
27.65,69.75,101.17,3.29,0.25,0.55
27.07,70.19,101.31,2.89,0.2,0.55
26.92,76.88,101.25,3.77,0.01,0.54
27.05,82,100.96,5.66,0.1,0.54
27.99,78.81,100.84,6.27,0.26,0.53
27.79,84.88,100.79,6.77,0.65,0.53
27.8,84.38,100.88,6.38,2.56,0.53
28.16,81.62,100.85,6.41,1.48,0.52
27.74,82.56,100.94,6.09,0.39,0.52
27.69,83.62,101.03,6.54,0.33,0.52
28.08,83,100.92,6.26,1.96,0.52
28.18,83.25,100.89,5.39,7.26,0.52
27.8,80.12,100.91,5.29,11.27,0.53
27.78,83.5,100.76,7.55,9.83,0.53
27.86,84.12,100.82,6.82,7.13,0.53
27.57,84.94,100.92,6.22,5.58,0.54
27.51,86.81,100.84,4.59,3,0.53
27.87,85.31,100.76,3.99,0.86,0.53
28.56,79.5,100.8,3.8,0.33,0.52
28.4,83.69,100.81,4.87,0.47,0.52
28.85,83.94,100.73,5.27,0.4,0.52
29.21,81.06,100.74,4.84,0.48,0.52
29.12,80.69,100.9,2.82,1.38,0.52
29.11,74.56,100.95,2.73,0.33,0.51
29.26,71.31,100.8,4.55,0.66,0.51
29.09,67.19,100.68,3.93,0.43,0.5
28.83,72.69,100.61,4.95,2.28,0.5
28.92,73.94,100.65,3.52,6.76,0.51
28.88,72.56,100.85,3.73,3.44,0.5
29.12,74,100.89,3.88,2.3,0.5
29.12,74.94,100.83,4.5,1.12,0.5
29.14,80.06,100.64,6.29,0.36,0.49
29.33,81.62,100.54,7.02,0.26,0.49
29.21,85,100.53,8.04,0.19,0.49
29.12,84.81,100.61,8.8,0.03,0.48
28.98,83.81,100.6,8.2,0.23,0.48
29.44,79.69,100.58,8.06,2.51,0.48
29.81,78.94,100.57,6.55,6.98,0.48
29.01,81.94,100.12,12.17,63.01,0.5
29.28,79.81,100.27,10.34,8.15,0.55
28.97,83.12,100.73,4.5,2.85,0.55
29.69,79.94,100.54,5.88,1.56,0.55
29.35,83.44,100.42,6.83,0.72,0.54
29.54,83.62,100.33,6.7,2.22,0.55
29.5,85.88,100.22,7.3,0.66,0.54
29.53,88.38,100.38,7.52,2.73,0.54
29.27,88.56,100.59,6.88,1.61,0.53
29.46,85.69,100.56,6.94,2.19,0.53
29.62,84.62,100.48,6.38,1.51,0.52
29.6,83.12,100.47,6.05,4.27,0.53
29.73,81.38,100.61,5.77,2.44,0.53
29.97,80.44,100.63,6.2,0.67,0.52
30.1,82.31,100.53,7.37,0.26,0.52
29.68,87.19,100.45,6.7,0.39,0.52
29.86,86,100.6,5.55,0.51,0.52
29.65,82.81,100.74,5.25,0.24,0.52
29.87,82.25,100.66,6.37,2.04,0.51
29.85,82.5,100.55,7.82,2.93,0.51
29.59,83.69,100.56,7.28,6.03,0.51
29.84,85.06,100.43,9.01,7.29,0.51
29.66,86.12,100.27,8.55,12.41,0.51
29.91,88.38,100.27,6.39,10.99,0.52
30.13,87.62,100.34,5.37,2.04,0.52
30.17,81.62,100.31,5.99,0.77,0.52
30,82.69,100.26,5.56,1.47,0.51
30.1,83.75,100.25,7.12,0.73,0.51
29.92,84.19,100.33,7.51,3.87,0.51
29.99,83.94,100.37,7.88,3.55,0.51
29.83,85,100.42,6.78,16.56,0.51
29.53,83.81,100.43,5.34,25.23,0.52
29.62,82.19,100.38,7.41,17.58,0.52
29.48,88.19,100.24,7.89,11.74,0.52
29.36,88.5,100.29,5.77,9.83,0.53
28.91,87.31,100.38,4.45,14.53,0.53
28.63,85,100.31,2.38,21,0.53
29.21,86.06,100.18,4.74,5.59,0.53
29.87,85.62,100.03,5.38,3.16,0.53
29.83,86.81,99.99,6.09,1.9,0.52
30.32,89.12,99.98,4.24,3.44,0.52
30.03,86.38,99.97,6.26,4.34,0.52
30.86,84.06,99.84,6.7,1.84,0.52
30.34,85.38,99.93,8.61,6.05,0.53
30.33,84.56,99.93,8.47,2.85,0.53
31.03,82.75,99.91,7.19,3.64,0.52
30.24,85.88,99.96,6.48,5.75,0.52
30.08,84.62,99.97,5.47,7.21,0.53
29.41,86.31,100.12,3.48,20.8,0.53
28.99,82.06,100.1,2.93,7.5,0.54
29.37,84.44,100.19,6.98,5.67,0.55
29.73,84.06,100.32,5.56,1.88,0.55
30.22,81.44,100.42,5.24,0.64,0.55
30.12,83.62,100.45,6.48,0.26,0.54
30.34,82.88,100.32,8.75,0.19,0.54
30.18,84.44,100.05,8.05,0.84,0.54
30.32,86.88,99.87,5.95,4.15,0.54
29.27,89.06,99.83,4.9,24.18,0.54
29.25,86.5,99.78,5.47,2.69,0.54
29.4,82.5,99.62,4.27,18.74,0.55
29.78,84.62,99.72,6.87,17.99,0.56
29.84,82.81,99.93,7.45,8.65,0.58
29.78,83.31,99.9,7.66,9.68,0.58
29.56,85.56,99.65,6.45,18.23,0.58
29.4,83.75,99.46,10.24,17.46,0.59
29.58,84.81,99.73,10.85,15.66,0.59
29.51,87.25,99.98,9.76,11.58,0.59
28.95,87.94,100.05,9.16,19.9,0.59
29.2,88.06,100.07,8.91,17.41,0.59
28.82,88.5,100.29,9.7,13.99,0.59
28.74,88.88,100.39,9.17,5.9,0.59
28.83,89.12,100.4,8.58,8.06,0.59
29.08,89.56,100.15,8.25,2.93,0.59
29.37,89.19,100.04,6.82,3.24,0.59
29.58,87.25,100.13,5.42,3.79,0.59
29.22,85.19,100.14,3.16,6.12,0.59
29.27,85.44,100.07,3.28,1.33,0.59
29.23,84,100.15,4.63,1.4,0.58
29.38,84.25,100.32,5.07,1.91,0.58
29.63,82.94,100.38,5.07,1.77,0.57
29.46,85.38,100.34,5.56,2.3,0.57
29.57,82.69,100.3,5.12,1.01,0.57
29.6,83.5,100.26,5.09,5.28,0.56
29.15,88.75,100.19,6.84,41.39,0.57
29.16,79.38,99.97,5.03,51.24,0.58
28.96,83,99.88,4.3,12.18,0.59
29.1,84.44,99.93,5.84,8.86,0.6
29.32,83.75,100.01,9.51,13.75,0.62
29.26,80.44,100.27,9.2,3.34,0.62
29.26,81.88,100.22,8.12,4.92,0.62
29.06,82.94,100.11,5.68,5.08,0.62
29.02,84.81,99.93,4.78,15.69,0.61
29.14,84.81,99.83,4.99,8.32,0.62
29.73,87.12,99.71,6.35,6.26,0.62
29.72,87.62,99.53,6.13,13.55,0.62
28.83,88.69,99.36,4.27,14.24,0.62
28.98,87.44,99.09,9.73,35.46,0.64
29.05,85.12,99.6,10.55,23.04,0.67
29.32,85.25,100.04,5.95,4.68,0.67
29.61,84.06,100.02,4.59,5.37,0.66
29.83,84.69,99.87,3.68,8.04,0.66
29.3,88.69,99.76,3.66,58.1,0.67
28.7,87.19,99.84,7.85,43.76,0.7
29.01,87.12,100.27,8.3,11.25,0.72
29.1,86.56,100.5,6.34,23.07,0.73
29.07,88.88,100.38,5.98,71.07,0.74
28.44,89.81,100.33,7.16,161.01,0.78
28.19,86.06,100.36,8.4,66.34,0.81
29.07,83.19,100.52,6.73,3.73,0.81
29.05,86.31,100.38,5.08,3.35,0.8
29.14,86.81,100.21,3.59,11.7,0.8
29.21,80.81,100.15,1.8,3.71,0.79
28.76,82.44,100.2,2.88,11.24,0.8
28.66,84.19,100.24,3.43,10.31,0.8
28.14,87.56,100.15,3.81,38.35,0.81
28.33,85.88,100.2,5.3,6.92,0.82
28.83,84.38,100.18,6.09,3.18,0.82
29.11,85.5,100.25,4.8,7.89,0.82
28.97,84.38,100.31,3.73,9.41,0.82
29.07,83.19,100.15,2.98,4.75,0.82
29.4,83,100.05,2.73,9.34,0.82
29.45,81.94,100.09,2.76,6.06,0.81
28.68,85.88,100.02,4.02,13.04,0.83
28.71,85.56,99.96,3.95,9.14,0.84
29,85.62,99.92,4.45,8.94,0.84
29.23,85.12,99.92,5.23,7.22,0.84
29.59,84.94,99.79,6.27,14.03,0.84
29.44,85.94,99.82,6.84,18.92,0.84
29.44,85.62,100.07,8.9,9.35,0.84
29.58,85.69,100.15,5.26,4.99,0.84
29.44,87,100.21,6.41,8.64,0.84
29.1,87.62,100.33,7.3,31.41,0.84
28.93,84.19,100.53,8.88,64.97,0.85
28.75,84.19,100.72,7.39,4.57,0.86
28.65,86.25,100.67,5.19,2.56,0.85
28.8,85.5,100.59,4.81,3.31,0.85
28.77,85.31,100.5,4.02,1.74,0.84
29.3,81.38,100.61,4.09,0.94,0.84
28.93,84.81,100.84,4.6,4.86,0.84
29.04,84.12,100.9,3.72,3.41,0.83
28.94,79.19,100.85,1.91,2.28,0.83
29.41,76.06,100.76,1.55,3.41,0.82
29.44,80.06,100.84,3,14.84,0.82
28.93,85.56,100.95,5.53,26.51,0.83
28.83,87.06,100.99,7.94,68.26,0.84
28.59,84,101.28,5.3,17.16,0.88
27.95,80.38,101.51,2.34,34.49,0.89
27.44,79.69,101.46,2.36,39.77,0.9
27.4,82.5,101.28,2.87,34.86,0.91
27.33,80.56,101.31,2.27,11.84,0.92
27.76,82.81,101.04,4.89,7.44,0.92
28.48,83.69,100.89,5.23,16.89,0.91
28.63,84.31,100.9,3.37,12.43,0.91
28.54,82.62,100.9,3.55,6.36,0.91
28.28,82.62,100.89,3.4,12.5,0.91
28.79,77.88,100.87,3.18,2.59,0.91
28.58,80.12,100.96,2.77,7.73,0.91
27.83,80.81,101.04,2.05,5.99,0.91
27.62,80.88,101.07,2.86,17.56,0.91
27.52,81.25,101.04,2.58,27.85,0.91
27.51,77.56,101,1.74,11.37,0.92
27.48,76.75,101,1.13,10.18,0.91
27.87,76.75,101.05,1.84,2.51,0.91
28.51,74.12,101.1,2.87,0.17,0.9
28.91,72.12,101.18,2.99,1.16,0.89
28.84,68.88,101.22,2.26,0.13,0.88
28.13,74.19,101.29,1.56,1.53,0.88
28.15,75.19,101.27,1.71,0.57,0.88
28.74,75.81,101.26,2.02,0.12,0.87
28.77,77.56,101.31,1.5,2.46,0.86
29.15,73.88,101.25,1.72,0.99,0.86
28.82,75.75,101.11,2.15,1.07,0.85
28.33,77.88,100.97,2.09,1.98,0.85
28.08,75.44,100.92,0.8,20.91,0.85
26.56,85.56,101.03,5.48,75.97,0.88
27.88,84.88,100.92,7.17,78.79,0.91
27.59,84.44,101.07,3.7,37.96,0.91
26.87,83.69,101.16,3,15.08,0.91
26.69,77.38,101.26,4.06,0.52,0.91
26.4,73.19,101.29,3.32,0,0.9
26.75,72.31,101.2,3.03,0,0.89
26.94,70.88,101.12,3.09,0,0.89
27.09,73.25,101.12,3.03,0,0.88
26.72,78.19,101.16,4.34,0,0.88
26.83,76.62,101.19,3.58,0,0.87
27.04,77.81,101.18,3.02,0,0.87
26.83,76.88,101.02,2.91,0,0.86
26.69,72.56,100.95,4.27,0,0.85
26.55,67.31,100.94,4.61,1.16,0.85
25.53,86.44,100.87,8.84,41.46,0.84
26.29,92.81,100.06,11.21,321.87,0.88
25.7,90,100.62,8.62,16.53,0.91
25.37,80.94,101,4.09,1.28,0.91
25.61,78.38,101.24,3.09,0.04,0.9
24.8,71.31,101.44,3.52,0,0.89
24.83,75.62,101.45,3.42,0,0.88
24.75,77.06,101.37,3.23,0,0.88
24.98,76.56,101.32,3.3,0,0.88
24.76,74.38,101.31,3.16,0,0.88
24.71,74.38,101.36,2.77,0,0.87
24.76,70.38,101.37,3.36,0,0.86
24.58,62.5,101.43,3.06,0,0.86
24.8,62.44,101.51,2.8,0,0.85
24.46,67,101.54,2.62,0,0.85
24.44,66.75,101.5,2.35,0,0.84
24.42,69.5,101.43,2.13,0,0.84
24.83,67.94,101.48,1.9,0,0.84
25.08,71.94,101.46,1.55,0,0.84
25.06,75.38,101.48,2.1,0,0.83
24.94,77.88,101.47,2.25,0,0.83
24.83,78.38,101.44,2.32,0,0.82
24.73,76.5,101.44,2.72,0,0.82
24.44,73.44,101.52,3.94,0,0.81
23.99,67.25,101.56,3.31,0.01,0.81
23.17,68,101.57,3.91,0.02,0.8
22.84,64.88,101.74,4.83,0.02,0.8
22.29,67.38,101.84,4.26,0.03,0.8
22.78,72.69,101.8,1.89,0.03,0.8
23.89,70.25,101.71,2.24,0,0.79
24.13,70.25,101.71,1.63,0.08,0.78
24.08,70.56,101.66,1.66,0.49,0.78
23.59,66,101.5,1.41,0.29,0.77
24.17,61.88,101.41,1.67,1.34,0.77
24.19,67.62,101.49,1.55,0.3,0.77
24.2,65.81,101.66,2.16,0,0.77
23.98,65.94,101.74,1.2,0,0.77
23.85,71.81,101.65,1.88,0,0.76
22.99,77.69,101.61,3.04,0,0.76
22.01,79.81,101.73,4.24,0,0.76
20.54,75.5,101.78,5.91,0,0.75
18.41,71.81,101.68,5.22,0,0.75
18.51,68.56,101.55,3.88,0,0.74
19.28,64.25,101.58,3.18,0,0.74
19.47,67.69,101.58,4.18,0,0.74
20.28,69.06,101.61,4.2,0,0.73
20.16,72.88,101.67,4.43,0.09,0.73
19.83,73,101.59,3.04,0.05,0.73
19.6,79.5,101.53,3.87,1.18,0.73
16.84,84.19,101.5,5.55,19.53,0.73
17.14,69.12,101.69,5.86,0,0.73
17.86,67.75,101.7,5.22,0,0.73
17.88,71.88,101.74,4.24,0.01,0.73
18.22,71.31,101.83,3.6,0.04,0.73
19.31,72.38,101.91,3.75,0.03,0.72
19.54,77.25,101.98,3.15,0.58,0.72
18.99,86.12,101.77,4.92,29.88,0.73
18.69,81.56,101.57,2.12,8.76,0.74
19.51,79.88,101.57,4.16,0.18,0.74
18.21,75.19,101.85,4.7,0.16,0.74
18.26,71.5,101.69,3.26,0.12,0.73
19.4,70.81,101.58,2.72,0.02,0.73
20.15,74.19,101.53,2.7,3.21,0.73
18.98,78.62,101.67,5.58,1.34,0.73
17.49,70,101.77,5.76,0.29,0.73
17.32,68.12,101.57,5.34,0,0.73
18.12,61.19,101.37,3.5,0,0.72
19.06,58.94,101.4,2.35,0,0.72
20.22,63,101.51,1.83,0,0.72
21.37,66.12,101.49,1.43,0,0.71
21.15,72.75,101.54,1.32,0,0.71
20.86,76,101.53,2.3,0,0.7
21.05,74.19,101.49,2.45,0,0.7
19.7,77.88,101.68,4.42,0,0.7
19.8,66.56,101.83,3.38,0,0.7
19.73,66.25,101.83,2.45,0,0.69
21.57,72,101.59,1.48,0,0.69
20.35,66.88,101.64,3.62,0,0.69
19.93,52,101.59,2.91,0,0.68
20.26,54.44,101.42,1.59,0,0.68
19.94,62.12,101.4,3.04,0.01,0.67
21.36,65.75,101.4,1.78,0.1,0.67
22.08,77.44,101.52,2.31,2.01,0.67
21.55,88.75,101.33,4.64,8.83,0.68
20.4,72.75,101.47,3.66,0.13,0.68
20.48,68.19,101.61,2.88,0,0.67
20.14,64.62,101.82,3.56,0,0.67
19.54,64.56,101.85,3.79,0.01,0.66
19.93,57.44,101.65,3.16,0.01,0.66
19.78,64.25,101.52,2.23,0,0.66
21.45,66.25,101.63,1.49,0,0.66
20.83,72.19,101.73,3.31,0.44,0.65
19.21,81.06,101.82,4.73,1.37,0.65
20.55,71.44,101.85,4.36,0.18,0.65
19.73,61.56,101.82,4.03,0,0.64
20.02,57.12,101.84,3.83,0,0.64
20.26,55.62,101.79,3.01,0,0.63
21.02,62.06,101.51,2.14,0,0.63
21.93,65.56,101.12,2.94,0,0.62
22.34,68.44,101.26,2.56,0,0.62
21.99,62.38,101.53,1.8,0,0.62
21.94,64.5,101.58,2.11,0,0.62
22.03,68.56,101.49,2.05,0,0.61
22.66,75.81,101.61,2.13,0,0.61
23.22,78.25,101.62,3.06,0,0.6
23.68,68.62,101.8,1.87,0.04,0.6
23.72,64.69,101.83,2.3,0,0.59
23.83,69.69,101.66,2.47,0,0.59
23.89,71.12,101.4,2.17,0.06,0.59
23.67,73.38,101.3,2.31,3.81,0.59
21.62,73.5,101.45,1.11,5.1,0.59
22.62,67.75,101.45,2.48,0.05,0.59
23.05,65,101.41,2.13,0,0.59
23.26,67.69,101.28,2.55,0,0.58
23.97,72.94,101.27,2.77,0,0.58
24.25,76.44,101.21,3.35,0.34,0.57
24.65,79.62,101.14,4.24,3.27,0.57
24.81,80.75,101.15,4.98,5.24,0.58
24.01,77.5,101.19,2.95,3.99,0.58
24.55,79.75,101.28,4.59,12.21,0.58
24.68,80.31,101.35,4.27,4.41,0.59
25.25,79.38,101.28,3.33,13.17,0.6
24.94,65.5,101.19,2.53,0.18,0.59
24.8,65.19,101.23,1.91,0,0.59
25.23,75.31,101.2,2.23,0.04,0.59
26,82.38,101.32,3.06,0.89,0.58
26.48,80,101.35,2.14,0.39,0.58
26.55,75.75,101.25,2.77,0.01,0.57
25.51,71.19,101.28,4.35,0.01,0.57
26.17,71.75,101.33,2.61,0.23,0.56
26.4,72.69,101.42,2.48,0.18,0.56
26.69,70.94,101.3,2.44,0.51,0.55
26.82,68.06,101.16,2.76,0.93,0.55
26.86,65.56,101.13,3.9,5.89,0.55
26.87,71.81,101.15,3.82,2.12,0.55
25.32,75.44,101.27,2.53,12.86,0.55
26.03,66.25,101.23,2.51,0.22,0.55
26.44,71.38,101.05,3.31,2.66,0.55
27.06,76.75,100.94,3.84,0.7,0.54
27.63,75.69,101.01,2.9,1.17,0.54
28.01,76.12,101.13,4.33,0.06,0.53
28.69,73.94,100.95,3.48,0,0.53
28.98,72.75,100.86,3.29,0,0.52
28.63,72.19,100.98,3.52,0,0.52
28.76,67.5,101.03,3.07,0.01,0.52
28.62,73.81,100.88,4.24,0.33,0.52
29.07,77.25,100.77,5.24,1.68,0.52
29.33,73.25,100.88,5.35,1.03,0.51
29.16,73.81,101.04,3.66,1.95,0.51
28.87,73.44,101.08,3.58,2.47,0.51
29.04,64.94,101.01,3.67,0.25,0.5
28.9,71.19,100.86,5.04,0.02,0.5
29.03,75.31,100.91,5.84,0.96,0.5
28.87,71.38,100.95,5.13,0.35,0.5
28.36,76.94,101.14,4.76,0.29,0.49
28.48,77,101.19,5.02,1.42,0.49
28.26,76.19,101.04,4.02,1.65,0.49
28.65,79.62,100.84,4.46,1.53,0.49
